time,ax,ay,az,Unnamed: 4
0.0,-0.7035675049,6.495251465,6.219207764,376.349
0.009999999999998,-0.8504119873,6.858325195,5.023516846,376.358
0.019999999999996,-0.6247619629,6.847109985,8.541653442,376.369
0.0300000000000011,-0.5126098633,7.958462524,7.009805298,376.379
0.0399999999999991,0.4714874268,7.126593018,6.179730225,376.389
0.0499999999999971,0.8967681885,7.405627441,3.62744751,376.399
0.0600000000000022,0.9697418213,7.776327515,5.231671143,376.409
0.0700000000000002,0.9121704102,6.753051758,8.636459351,376.419
0.0799999999999983,0.5734710693,7.677484131,8.480493164,376.429
0.0899999999999963,-0.6762023926,7.176687622,7.516882324,376.439
0.1000000000000014,-1.306497192,5.545098877,3.146539307,376.449
0.1099999999999994,-1.6487854,7.622903442,8.0746521,376.459
0.1199999999999974,-1.693347168,7.554266357,8.733059692,376.469
0.1300000000000025,-0.9326568604,7.203305054,5.918041992,376.479
0.1400000000000005,-0.318661499,6.751705933,6.194833374,376.489
0.1499999999999985,0.3735412598,6.382351685,5.178735352,376.499
0.1599999999999966,0.5139556885,8.016033936,9.003869629,376.51
0.1700000000000017,0.8641693115,6.929953003,8.004220581,376.52
0.1799999999999997,0.4441223145,7.263119507,4.654162598,376.53
0.1899999999999977,0.1845275879,6.840979004,5.601623535,376.54
0.1999999999999957,-0.3804199219,7.756439209,6.056213379,376.55
0.2100000000000008,-0.5982940674,7.43508606,8.203103638,376.56
0.2199999999999988,-0.3832611084,7.410113525,5.670559692,376.57
0.2299999999999968,-0.2358184814,6.925616455,4.848110962,376.58
0.240000000000002,0.01644897461,6.949990845,6.936831665,376.59
0.25,-0.1670318604,7.342523193,8.283404541,376.6
0.259999999999998,-0.4644592285,6.511102295,8.810818481,376.61
0.269999999999996,-0.811831665,6.487026978,5.783309937,376.62
0.2800000000000011,-0.5408721924,6.664974976,6.16133728,376.63
0.2899999999999991,-0.4701416016,7.998388672,6.66557312,376.64
0.2999999999999971,-0.2089019775,8.337835693,6.005670166,376.651
0.3100000000000023,0.6379211426,6.901989746,5.676242065,376.661
0.3200000000000003,0.368157959,7.4621521,5.0709198,376.671
0.3299999999999983,0.6193786621,6.804193115,7.741036987,376.681
0.3399999999999963,0.5387786865,6.890774536,8.363406372,376.691
0.3500000000000014,-0.1924530029,7.278820801,6.716864014,376.701
0.3599999999999994,-0.4010559082,6.542355347,5.893817139,376.711
0.3699999999999974,-1.068734741,7.398150635,5.909667969,376.721
0.3800000000000025,-1.354199219,7.926013184,5.962454224,376.731
0.3900000000000005,-0.4257293701,6.258236694,7.011300659,376.741
0.3999999999999986,0.2450897217,7.339682007,7.410263062,376.751
0.4099999999999966,-0.4034484863,8.068222046,8.411407471,376.761
0.4200000000000017,-0.4198974609,5.649923706,5.604315186,376.771
0.4299999999999997,-0.03244934082,6.548187256,5.931500244,376.781
0.4399999999999977,-0.2521179199,8.43578186,7.741784668,376.791
0.4499999999999957,0.7796813965,7.737149048,5.542556763,376.801
0.4600000000000008,0.234173584,7.409216309,6.72822876,376.812
0.4699999999999988,-0.4245330811,6.026605225,4.89805603,376.822
0.4799999999999969,-0.6585571289,6.814959717,8.677581787,376.832
0.490000000000002,-0.4779174805,7.715615845,9.214117432,376.842
0.5,0.2144348145,7.857226563,3.815115356,376.852
0.509999999999998,-0.04172058105,6.688302612,4.83001709,376.862
0.519999999999996,-0.8097381592,6.835296631,6.285153198,376.872
0.5300000000000011,-0.9489562988,7.181323242,9.823925781,376.882
0.5399999999999991,-0.0752166748,6.921130371,8.24901123,376.892
0.5499999999999972,0.4474121094,6.593945313,4.431204224,376.902
0.5600000000000023,-0.1100585938,7.713372803,4.957571411,376.912
0.5700000000000003,0.359185791,7.67598877,6.801202393,376.922
0.5799999999999983,0.2014251709,7.602865601,8.560943604,376.932
0.5899999999999963,-0.2531646729,7.600622559,4.892971802,376.942
0.6000000000000014,0.4249816895,5.792132568,5.341430664,376.953
0.6099999999999994,-0.4507019043,7.732962036,7.103115845,376.966
0.6199999999999974,-0.5007965088,7.249212646,8.717208862,376.973
0.6300000000000026,-0.7739990234,6.613534546,7.686605835,376.983
0.6400000000000006,-1.050939941,6.82991333,4.827624512,376.993
0.6499999999999986,-0.5139556885,6.734210205,6.874624634,377.003
0.6599999999999966,-0.6742584229,7.81131897,7.245175171,377.013
0.6700000000000017,-0.102432251,7.551425171,6.880456543,377.023
0.6799999999999997,0.6222198486,7.082928467,5.216567993,377.033
0.6899999999999977,1.062304688,7.304690552,4.637414551,377.043
0.6999999999999957,0.8912353516,7.406375122,7.290634155,377.053
0.7100000000000009,0.5972473145,7.047787476,7.398001099,377.066
0.7199999999999989,0.2854644775,7.128237915,8.757583618,377.073
0.7299999999999969,-1.075015259,7.621557617,5.535528564,377.084
0.740000000000002,-1.333563232,5.961407471,4.543655396,377.094
0.75,-1.727441406,7.516134644,8.167214966,377.104
0.759999999999998,-1.468145752,7.345214844,8.05296936,377.114
0.769999999999996,-0.4230377197,7.032086182,6.240740967,377.124
0.7800000000000011,0.1097595215,6.674246216,6.564935303,377.134
0.7899999999999991,0.5368347168,6.669161987,5.828619385,377.144
0.7999999999999972,0.4206451416,7.842422485,8.544943237,377.154
0.8100000000000023,0.6413604736,7.350897217,6.478652954,377.166
0.8200000000000003,0.3533538818,7.094891357,5.16991272,377.174
0.8299999999999983,-0.2963806152,7.297961426,5.648129272,377.184
0.8399999999999963,-0.7686157227,6.853689575,7.177435303,377.194
0.8500000000000014,-0.9353485107,7.520022583,7.88130188,377.204
0.8599999999999994,-0.0200378418,7.160836792,6.050082397,377.214
0.8699999999999974,0.1408630371,7.49460144,4.52571106,377.224
0.8800000000000026,0.1816864014,7.062442017,6.380557251,377.235
0.8900000000000006,0.1006378174,6.896606445,8.539111328,377.245
0.8999999999999986,-0.4246826172,6.806436157,8.633319092,377.255
0.9099999999999966,-0.5612091064,6.622058105,6.026156616,377.266
0.9200000000000016,-0.5184417725,6.754995728,5.668167114,377.275
0.9299999999999996,-0.663192749,8.141046143,6.178234863,377.285
0.9399999999999976,-0.4483093262,7.659390259,6.906625366,377.295
0.9499999999999956,0.04904785156,7.297213745,5.621362305,377.305
0.9600000000000009,0.3026611328,6.930700684,6.036474609,377.315
0.9699999999999988,0.5380310059,6.772192383,7.58821106,377.325
0.9799999999999968,0.3247924805,7.239044189,7.353738403,377.335
0.990000000000002,0.120526123,6.908868408,7.483834839,377.345
1.0,-0.1366760254,7.354037476,5.215072632,377.355
1.009999999999998,-0.5727233887,7.127191162,5.703457642,377.365
1.019999999999996,-1.142306519,7.965341187,6.043502808,377.375
1.0300000000000011,-0.2549591064,6.209637451,6.880307007,377.386
1.0399999999999991,0.05144042969,7.353738403,8.573504639,377.396
1.0499999999999972,-0.9302642822,7.663128662,8.04833374,377.406
1.0600000000000025,-0.5813964844,5.192941284,5.045947266,377.416
1.0700000000000005,-0.4975067139,7.794122314,6.645684814,377.426
1.0799999999999983,-0.1712188721,7.943060303,7.298260498,377.436
1.0899999999999963,0.7191192627,7.470974731,5.37522583,377.446
1.1000000000000014,0.02706604004,7.512844849,6.63656311,377.456
1.1099999999999994,0.2455383301,5.656204224,5.546743774,377.466
1.1199999999999974,-0.2509216309,7.920629883,9.264361572,377.476
1.1300000000000026,0.1682281494,7.082479858,7.316055298,377.486
1.1400000000000006,-0.05966491699,7.790234375,4.170413208,377.496
1.1499999999999986,-0.5546295166,6.840380859,5.293579102,377.506
1.1599999999999966,-0.7747467041,6.598880005,6.944607544,377.518
1.1700000000000017,-1.21842041,7.851992798,9.451281738,377.527
1.1799999999999995,0.05413208008,6.18302002,6.991113281,377.537
1.1899999999999975,0.002691650391,7.242633057,4.331164551,377.547
1.1999999999999955,0.08239440918,7.20809021,6.49928894,377.557
1.2100000000000009,0.5591156006,7.549182129,7.462301636,377.569
1.2199999999999989,-0.1022827148,7.83374939,7.526004028,377.577
1.2299999999999969,0.2132385254,6.363360596,5.252157593,377.587
1.240000000000002,-0.1176849365,7.103115845,5.068826294,377.597
1.25,-0.457131958,7.541555786,7.892068481,377.607
1.259999999999998,-0.2874084473,7.235455322,7.895806885,377.617
1.269999999999996,-0.8562438965,6.931896973,6.340481567,377.627
1.2800000000000011,-0.7035675049,6.34616394,5.769552612,377.637
1.2899999999999991,-0.5508911133,7.336541748,7.521966553,377.647
1.2999999999999972,-0.2808288574,7.301998901,7.309326172,377.657
1.3100000000000025,0.1100585938,7.517929077,6.310275269,377.667
1.3200000000000005,0.425579834,7.259680176,4.548590088,377.678
1.3299999999999983,0.812878418,6.828268433,6.4134552,377.688
1.3399999999999963,0.04261779785,8.194281006,6.706396484,377.698
1.3500000000000014,0.7173248291,6.162084961,7.043899536,377.708
1.3599999999999994,0.2651275635,7.725784302,8.183514404,377.718
1.3699999999999974,-1.019238281,7.635614014,6.225189209,377.728
1.3800000000000026,-1.230682373,5.757589722,4.944561768,377.738
1.3900000000000006,-1.515847778,7.672848511,7.65161438,377.748
1.3999999999999986,-0.79269104,7.037469482,7.673895264,377.758
1.4099999999999966,-0.1712188721,7.203005981,6.75335083,377.768
1.4200000000000017,-0.1371246338,7.066479492,6.673348999,377.778
1.4299999999999995,0.2202667236,6.385043335,5.621661377,377.788
1.4399999999999975,0.06086120605,7.911209106,7.957266235,377.798
1.4499999999999955,0.3958221436,7.031637573,6.754547119,377.808
1.4600000000000009,-0.1269561768,7.469329834,5.714672852,377.818
1.4699999999999989,-0.3010162354,6.870437622,5.98772583,377.829
1.4799999999999969,-0.4329071045,7.132275391,6.582730103,377.839
1.490000000000002,-0.3965698242,7.662081909,7.463796997,377.849
1.5,0.4333557129,6.853390503,6.502130127,377.859
1.509999999999998,-0.1200775146,7.424468994,5.150772095,377.869
1.519999999999996,0.129498291,6.888830566,6.810922241,377.879
1.5300000000000011,0.1097595215,7.492208862,7.610342407,377.889
1.5399999999999991,-0.3868499756,7.197323608,7.011300659,377.899
1.5499999999999972,-0.6497344971,6.292330933,6.796716309,377.909
